side_in_poke_index,side_in_time,center_in_poke_index,center_in_time,chose_left,chose_right,left_reward_prob,right_reward_prob,was_rewarded,word_l1,word_l1_generic,word_l2,word_l2_generic,word_l3,word_l3_generic,switched,1_Reward,1_Choice,1_Switch,2_Reward,2_Choice,2_Switch,3_Reward,3_Choice,3_Switch,reward_seq_3,choice_seq_3,choice_seq_3_letters,switch_seq_3,Q_left,Q_right,Q_diff,Rolling_Accuracy,Rolling_PRight,Expected_PRight,Signed_Deviation,Choice_Deviation,Rolling_Switch_Rate,Behavioral_State,matched_side_in_index,matched_center_in_index,photometry_center_in_index,photometry_center_out_index,photometry_side_in_index,photometry_side_out_index,has_all_photometry_data,photometry_outcome_index,center_in_s,center_out_s,side_in_s,side_out_s,peak_z_center_in,auc_center_in,peak_z_side_in,auc_side_in,peak_z_outcome,auc_outcome,peak_z_side_out,auc_side_out,mouse,date,hemisphere,condition,dob,treatment,viral_expression,age_days
84,93.5649923980236,83,93.09000000357628,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,lLL,aAA,0,1,0,0,0,0,1,0,1,0,100,001,LLR,010,0.8312635774957128,0.029940161445760588,-0.8013234160499522,0.4,0.4,0.09999999999999998,0.30000000000000004,0.30000000000000004,0.2,Exploration,1570,1561,1561,1561,1570,1598,True,1570,84.294,84.294,84.78,86.292,0.9864679304723537,-0.09779626495931064,3.024855232992646,1.0571833939507647,3.024855232992646,1.0571833939507647,-0.042654894247032865,-1.9156422697027145,WCL23,062723,green_l,DCZ,2023-04-11,,,77
86,95.71599662303925,85,95.3859943896532,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,LLL,AAA,0,1,0,0,1,0,0,0,0,1,110,000,LLL,001,0.9708028321928555,0.029940161445760588,-0.9408626707470948,0.6,0.2,0.09999999999999998,0.10000000000000003,0.10000000000000003,0.2,Exploration,1610,1604,1603,1604,1610,1640,True,1610,86.562,86.616,86.94,88.56,0.2234898379551907,-0.6187599225621775,0.6250402910851202,-0.12808778148139133,0.6250402910851202,-0.12808778148139133,-0.41584531021408494,-1.4125154369602686,WCL23,062723,green_l,DCZ,2023-04-11,,,77
88,97.92799428105354,87,97.61500060558319,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,LLL,AAA,0,1,0,0,1,0,0,1,0,0,111,000,LLL,000,0.9949478921307763,0.029940161445760588,-0.9650077306850157,0.8,0.0,0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.2,Exploration,1651,1645,1645,1645,1650,1684,True,1650,88.83,88.83,89.1,90.93599999999999,-0.07010465602931988,-0.973516635696154,-0.2933365186087867,-1.001824586819491,-0.2933365186087867,-1.001824586819491,1.5534787305127362,0.932983750624081,WCL23,062723,green_l,DCZ,2023-04-11,,,77
90,100.26199892163277,89,100.04499144852161,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,LLL,AAA,0,1,0,0,1,0,0,1,0,0,111,000,LLL,000,0.9991258126784466,0.029940161445760588,-0.969185651232686,1.0,0.0,0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.0,Exploitation,1694,1690,1689,1690,1694,1724,True,1694,91.206,91.26,91.476,93.096,1.865925233838209,1.0293579513440232,1.2142282946170213,0.5659612420490487,1.2142282946170213,0.5659612420490487,1.3916045039235374,0.6217672269846549,WCL23,062723,green_l,DCZ,2023-04-11,,,77
92,102.41899788379669,91,102.14799754321575,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,LLL,AAA,0,1,0,0,1,0,0,1,0,0,111,000,LLL,000,0.9998487357172597,0.029940161445760588,-0.9699085742714991,1.0,0.0,0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.0,Exploitation,1734,1729,1728,1729,1734,1765,True,1734,93.312,93.366,93.636,95.31,1.2314829510859322,0.5615368153150795,1.1570084203914792,0.12900818604386627,1.1570084203914792,0.12900818604386627,3.0255223053254774,2.0387541894914882,WCL23,062723,green_l,DCZ,2023-04-11,,,77
94,105.10799959301949,93,104.80399802327156,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,LLL,AAA,0,1,0,0,1,0,0,1,0,0,111,000,LLL,000,0.9999738261094976,0.029940161445760588,-0.970033664663737,1.0,0.0,0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.0,Exploitation,1784,1778,1778,1779,1783,1814,True,1783,96.012,96.066,96.282,97.956,3.1831411187805387,1.819111907343678,1.803026725974115,0.4254209762252509,1.803026725974115,0.4254209762252509,0.3044276479873733,-0.16288377929375458,WCL23,062723,green_l,DCZ,2023-04-11,,,77
96,107.26499855518341,95,107.01299831271172,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,LLL,AAA,0,1,0,0,1,0,0,1,0,0,111,000,LLL,000,0.9999954710224276,0.029940161445760588,-0.970055309576667,1.0,0.0,0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.0,Exploitation,1824,1819,1819,1819,1823,1854,True,1823,98.226,98.226,98.442,100.116,0.7916613035874814,0.3345415347654376,1.0372640534940611,0.6412100939761703,1.0372640534940611,0.6412100939761703,10.200956282149686,6.882788420141193,WCL23,062723,green_l,DCZ,2023-04-11,,,77
98,109.90499630570412,97,109.60799530148506,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,LLL,AAA,0,1,0,0,1,0,0,1,0,0,111,000,LLL,000,0.9999992163320982,0.029940161445760588,-0.9700590548863376,1.0,0.0,0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.0,Exploitation,1872,1867,1867,1868,1872,1901,True,1872,100.818,100.872,101.088,102.654,0.7678435706591561,-0.11190259659702595,-0.17828194206154707,-0.5310738652379176,-0.17828194206154707,-0.5310738652379176,0.48978527009705947,-0.07867971244576975,WCL23,062723,green_l,DCZ,2023-04-11,,,77
100,112.46399469673634,99,112.1339924633503,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,LLL,AAA,0,1,0,0,1,0,0,1,0,0,111,000,LLL,000,0.9999998643986705,0.029940161445760588,-0.9700597029529099,1.0,0.0,0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.0,Exploitation,1920,1914,1914,1915,1919,1951,True,1919,103.356,103.41,103.626,105.354,2.3011925073573583,0.8841728829486968,1.5973852846378414,0.1711227284685449,1.5973852846378414,0.1711227284685449,1.5836196367648694,-0.11156283192628079,WCL23,062723,green_l,DCZ,2023-04-11,,,77
102,114.7259920835495,101,114.4689928740263,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,LLL,AAA,0,1,0,0,1,0,0,1,0,0,111,000,LLL,000,0.9999999765363357,0.029940161445760588,-0.970059815090575,1.0,0.0,0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.0,Exploitation,1962,1957,1956,1957,1961,1994,True,1961,105.624,105.678,105.894,107.676,2.132744451973899,-0.6531400840129583,-0.163405272255189,-1.9904324634661223,-0.163405272255189,-1.9904324634661223,5.880730117268209,3.996363200963187,WCL23,062723,green_l,DCZ,2023-04-11,,,77
104,117.46999248862267,103,117.1839952468872,True,False,0.9,0.09999999999999998,False,l,a,Ll,Aa,LLl,AAa,0,1,0,0,1,0,0,1,0,0,111,000,LLL,000,0.9999999959399842,0.029940161445760588,-0.9700598344942236,0.8,0.0,0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.0,Exploitation,2013,2007,2007,2008,2012,2016,True,2012,108.378,108.432,108.648,108.864,1.5172940394799888,1.2216107813100054,1.9366715767624707,0.9913770874103647,1.9366715767624707,0.9913770874103647,2.89889121787803,1.3005576591938572,WCL23,062723,green_l,DCZ,2023-04-11,,,77
107,120.08999437093735,106,119.77799646556377,False,True,0.9,0.09999999999999998,False,r,a,lr,ab,Llr,Aab,1,0,0,0,1,0,0,1,0,0,011,000,LLL,000,0.17303417516666741,0.029940161445760588,-0.14309401372090683,0.6,0.2,0.09999999999999998,0.10000000000000003,0.10000000000000003,0.2,Exploration,2061,2055,2055,2057,2061,2065,True,2061,110.97,111.078,111.294,111.51,1.1525512363760748,0.5633719136289127,1.1593213727927127,0.6433883722871032,1.1593213727927127,0.6433883722871032,1.4069592823480295,0.6125415515376839,WCL23,062723,green_l,DCZ,2023-04-11,,,77
114,125.49999319016933,113,125.10799169540405,False,True,0.9,0.09999999999999998,False,r,a,rr,aa,lrr,abb,0,0,1,1,0,0,0,1,0,0,001,100,RLL,100,0.17303417516666741,0.0051806711611576475,-0.16785350400550977,0.4,0.4,0.09999999999999998,0.30000000000000004,0.30000000000000004,0.2,Exploration,2161,2154,2154,2154,2161,2164,True,2161,116.316,116.316,116.694,116.856,-2.2625164070838766,-3.1745962547335576,-0.9035983756967547,-1.681494212706272,-0.9035983756967547,-1.681494212706272,-0.5129840457580055,-1.3784374070983583,WCL23,062723,green_l,DCZ,2023-04-11,,,77
116,127.25800015032291,115,126.92699208855629,True,False,0.9,0.09999999999999998,True,L,A,rL,aB,rrL,aaB,1,0,1,0,0,1,1,0,0,0,000,110,RRL,010,0.17303417516666741,0.0008964331648201873,-0.17213774200184723,0.4,0.4,0.09999999999999998,0.30000000000000004,0.30000000000000004,0.4,Exploration,2194,2188,2187,2188,2194,2226,True,2194,118.098,118.152,118.476,120.204,-0.8752440401087127,-2.6586147612625397,-0.38649463669164774,-3.159525675967556,-0.38649463669164774,-3.159525675967556,-0.3964988584690444,-0.7380338756352206,WCL23,062723,green_l,DCZ,2023-04-11,,,77
118,129.58399839699268,117,129.31099645793438,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,rLL,aBB,0,1,0,1,0,1,0,0,1,1,100,011,LRR,101,0.8569066500279803,0.0008964331648201873,-0.85601021686316,0.4,0.4,0.09999999999999998,0.30000000000000004,0.30000000000000004,0.4,Exploration,2237,2232,2232,2232,2237,2268,True,2237,120.52799999999999,120.52799999999999,120.798,122.472,0.0007836575208685809,-0.7308891316993181,0.3591707419279055,-1.4241463425571925,0.3591707419279055,-1.4241463425571925,0.2470609622613457,-0.2658728371194024,WCL23,062723,green_l,DCZ,2023-04-11,,,77
120,131.8590011447668,119,131.59099817276,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,LLL,AAA,0,1,0,0,1,0,1,0,1,0,110,001,LLR,010,0.9752399601152302,0.0008964331648201873,-0.9743435269504099,0.6,0.4,0.09999999999999998,0.30000000000000004,0.30000000000000004,0.4,Exploration,2279,2274,2274,2275,2279,2307,True,2279,122.79599999999999,122.85,123.066,124.578,0.7747547307528034,-0.08034366833837497,1.172125137265945,0.06508161187190423,1.172125137265945,0.06508161187190423,-0.2905062736629191,-1.4934766970320439,WCL23,062723,green_l,DCZ,2023-04-11,,,77
122,133.9479960501194,121,133.6749941110611,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,LLL,AAA,0,1,0,0,1,0,0,1,0,1,111,000,LLL,001,0.9957156669040506,0.0008964331648201873,-0.9948192337392303,0.8,0.2,0.09999999999999998,0.10000000000000003,0.10000000000000003,0.2,Exploration,2318,2313,2312,2313,2317,2348,True,2317,124.848,124.902,125.118,126.792,-0.4104154609397563,-2.3879637699904888,-1.3184641929027356,-3.2244723744640513,-1.3184641929027356,-3.2244723744640513,0.839666814854963,0.3520146819451257,WCL23,062723,green_l,DCZ,2023-04-11,,,77
124,136.17799803614616,123,135.92499196529388,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,LLL,AAA,0,1,0,0,1,0,0,1,0,0,111,000,LLL,000,0.9992586639535933,0.0008964331648201873,-0.9983622307887732,1.0,0.0,0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.2,Exploration,2359,2354,2354,2355,2359,2392,True,2359,127.116,127.17,127.386,129.168,1.8618591429692368,1.0429253013810451,3.6917156004531977,1.7243311420475058,3.6917156004531977,1.7243311420475058,3.116640076055014,2.295255098565174,WCL23,062723,green_l,DCZ,2023-04-11,,,77
126,138.66000026464462,125,138.28999623656273,True,False,0.9,0.09999999999999998,True,L,A,LL,AA,LLL,AAA,0,1,0,0,1,0,0,1,0,0,111,000,LLL,000,0.9998717235281679,0.0008964331648201873,-0.9989752903633478,1.0,0.0,0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.0,Exploitation,2405,2398,2398,2398,2404,2438,True,2404,129.492,129.492,129.816,131.652,3.2805255823067196,1.7139384958578106,2.4057347061625394,0.7495594069152849,2.4057347061625394,0.7495594069152849,3.479870192074172,1.0995892606363658,WCL23,062723,green_l,DCZ,2023-04-11,,,77
128,140.95999784767628,127,140.72199873626232,True,False,0.9,0.09999999999999998,False,l,a,Ll,Aa,LLl,AAa,0,1,0,0,1,0,0,1,0,0,111,000,LLL,000,0.9999778037864131,0.0008964331648201873,-0.9990813706215929,0.8,0.0,0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.0,Exploitation,2448,2443,2443,2443,2447,2457,True,2447,131.922,131.922,132.138,132.678,7.729342555443042,3.1975349246161326,10.692758851705754,6.12763570247718,10.692758851705754,6.12763570247718,9.873765149837661,8.053773285866894,WCL23,062723,green_l,DCZ,2023-04-11,,,77
132,144.97999213635921,131,144.62999403476715,True,False,0.9,0.09999999999999998,True,L,A,lL,aA,LlL,AaA,0,0,0,0,1,0,0,1,0,0,011,000,LLL,000,0.17303033516566346,0.0008964331648201873,-0.17213390200084328,0.8,0.0,0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.0,Exploitation,2522,2515,2515,2517,2522,2553,True,2522,135.81,135.918,136.188,137.862,2.3878888729497914,1.027838860751188,0.12256261563410137,-0.5512248609953153,0.12256261563410137,-0.5512248609953153,-1.0834176325633917,-1.2699519298946398,WCL23,062723,green_l,DCZ,2023-04-11,,,77
134,147.27399498224258,133,147.01199680566788,True,False,0.9,0.09999999999999998,False,l,a,Ll,Aa,lLl,aAa,0,1,0,0,0,0,0,1,0,0,101,000,LLL,000,0.8569059855765712,0.0008964331648201873,-0.856009552411751,0.6,0.0,0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.0,Exploration,2564,2560,2559,2560,2564,2568,True,2564,138.186,138.24,138.456,138.672,-0.3520409145553525,-0.6760353892805986,0.46347163437912464,-0.1493960361056994,0.46347163437912464,-0.1493960361056994,1.2785658452006856,0.5166438291810879,WCL23,062723,green_l,DCZ,2023-04-11,,,77
136,148.60799498856068,135,148.32199774682522,True,False,0.9,0.09999999999999998,True,L,A,lL,aA,LlL,AaA,0,0,0,0,1,0,0,0,0,0,010,000,LLL,000,0.14827402101161702,0.0008964331648201873,-0.14737758784679683,0.6,0.0,0.09999999999999998,-0.09999999999999998,0.09999999999999998,0.0,Exploration,2589,2584,2584,2585,2589,2617,True,2589,139.536,139.59,139.806,141.318,2.0187017132239156,-0.817033904373505,-0.6993847804843663,-1.9276319720065194,-0.6993847804843663,-1.9276319720065194,-0.6520924452493322,-1.3861455242465737,WCL23,062723,green_l,DCZ,2023-04-11,,,77
138,150.70400051772594,137,150.4219964146614,True,False,0.09999999999999998,0.9,False,l,a,Ll,Aa,lLl,aAa,0,1,0,0,0,0,0,1,0,0,101,000,LLL,000,0.8526222971593671,0.0008964331648201873,-0.8517258639945469,0.4,0.0,0.9,-0.9,0.9,0.0,Left Bias,2628,2623,2622,2623,2628,2632,True,2628,141.588,141.642,141.912,142.128,0.14487287957881465,-0.6950759256537731,5.955637674590754,0.9239164561057358,5.955637674590754,0.9239164561057358,10.061328701945376,3.457340582685641,WCL23,062723,green_l,DCZ,2023-04-11,,,77
143,153.53499501943588,142,153.2549925148487,False,True,0.09999999999999998,0.9,True,R,A,lR,aB,LlR,AaB,1,0,0,0,1,0,0,0,0,0,010,000,LLL,000,0.14753279651666573,0.0008964331648201873,-0.14663636335184554,0.6,0.2,0.9,-0.7,0.7,0.2,Left Bias,2680,2675,2675,2676,2680,2699,True,2680,144.45,144.504,144.72,145.746,0.7011244754972705,0.2418449762989713,0.5792654950961985,-0.6300201177807855,0.5792654950961985,-0.6300201177807855,-2.0541343757849972,-3.198332758570367,WCL23,062723,green_l,DCZ,2023-04-11,,,77
145,155.05399703979492,144,154.80699576437473,False,True,0.09999999999999998,0.9,False,r,a,Rr,Aa,lRr,aBb,0,1,1,1,0,0,0,1,0,0,101,100,RLL,100,0.14753279651666573,0.8271209377047075,0.6795881411880418,0.4,0.4,0.9,-0.5,0.5,0.2,Left Bias,2709,2704,2704,2704,2708,2740,True,2708,146.016,146.016,146.232,147.96,-1.556746553620211,-3.3857130324313065,-1.629558835931509,-3.2936020339017924,-1.629558835931509,-3.2936020339017924,0.6135816823311566,0.3155987442917,WCL23,062723,green_l,DCZ,2023-04-11,,,77
147,157.28999376296997,146,157.03199878335,False,True,0.09999999999999998,0.9,True,R,A,rR,aA,RrR,AaA,0,0,1,0,1,1,1,0,0,0,010,110,RRL,010,0.14753279651666573,0.14312018979988483,-0.004412606716780898,0.6,0.6,0.9,-0.30000000000000004,0.30000000000000004,0.2,Exploration,2750,2745,2745,2745,2750,2774,True,2750,148.23,148.23,148.5,149.796,1.1840369693140222,0.6709212690616085,1.83569447037284,0.5091370193892344,1.83569447037284,0.5091370193892344,-2.037050293596932,-2.7870889151358256,WCL23,062723,green_l,DCZ,2023-04-11,,,77
149,159.1469943523407,148,158.8569939136505,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,rRR,aAA,0,1,1,0,0,1,0,1,1,1,101,111,RRR,001,0.14753279651666573,0.851730508223076,0.7041977117064103,0.6,0.8,0.9,-0.09999999999999998,0.09999999999999998,0.2,Exploration,2784,2779,2779,2779,2784,2814,True,2784,150.066,150.066,150.33599999999998,151.956,-0.8747211663371752,-1.1854304697353548,-0.3508502018075933,-0.6497574687802296,-0.3508502018075933,-0.6497574687802296,1.9162919426945362,0.6208319786050289,WCL23,062723,green_l,DCZ,2023-04-11,,,77
151,161.30199171602726,150,161.05500049889088,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,0,0,1,0,110,111,RRR,000,0.14753279651666573,0.9743443106838365,0.8268115141671708,0.8,1.0,0.9,0.09999999999999998,0.09999999999999998,0.2,Exploration,2824,2820,2819,2820,2824,2853,True,2824,152.226,152.28,152.496,154.062,1.8879132974132515,0.23192313470745946,0.7078805176784155,-0.11273800344169854,0.7078805176784155,-0.11273800344169854,3.7454970916987147,1.8725168879717893,WCL23,062723,green_l,DCZ,2023-04-11,,,77
153,163.37599977850914,152,163.1000004708767,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,0,1,1,0,111,111,RRR,000,0.14753279651666573,0.9955606889428217,0.848027892426156,0.8,1.0,0.9,0.09999999999999998,0.09999999999999998,0.0,Exploitation,2863,2858,2857,2858,2862,2893,True,2862,154.278,154.332,154.548,156.222,3.4854314682531853,1.4108384594726169,2.065443930062733,0.31269433715340217,2.065443930062733,0.31269433715340217,0.9303494265171052,0.40504773542858213,WCL23,062723,green_l,DCZ,2023-04-11,,,77
155,165.94599187374115,154,165.6749915331602,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,0,1,1,0,111,111,RRR,000,0.14753279651666573,0.9992318474697942,0.8516990509531285,1.0,1.0,0.9,0.09999999999999998,0.09999999999999998,0.0,Exploitation,2910,2905,2905,2906,2910,2938,True,2910,156.87,156.924,157.14,158.652,1.2506614435213954,-0.09476358970137447,0.43393381700880346,-1.2056238740317877,0.43393381700880346,-1.2056238740317877,1.3734175942240738,1.0188295630037651,WCL23,062723,green_l,DCZ,2023-04-11,,,77
157,167.9729975759983,156,167.70299300551414,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,0,1,1,0,111,111,RRR,000,0.14753279651666573,0.999867083359994,0.8523342868433282,1.0,1.0,0.9,0.09999999999999998,0.09999999999999998,0.0,Exploitation,2948,2943,2942,2943,2948,2975,True,2948,158.868,158.922,159.192,160.65,1.5840221518044877,1.0843697022764476,2.2259940417966626,1.1118744386906056,2.2259940417966626,1.1118744386906056,4.623944572533984,3.4154000919561693,WCL23,062723,green_l,DCZ,2023-04-11,,,77
159,170.14499343931675,158,169.72599551081657,False,True,0.09999999999999998,0.9,True,R,A,RR,AA,RRR,AAA,0,1,1,0,1,1,0,1,1,0,111,111,RRR,000,0.14753279651666573,0.9999770008787373,0.8524442043620716,1.0,1.0,0.9,0.09999999999999998,0.09999999999999998,0.0,Exploitation,2988,2980,2980,2980,2988,3016,True,2988,160.92,160.92,161.352,162.864,3.803166093014847,2.9309823834934083,1.532448943782143,0.0923847451201022,1.532448943782143,0.0923847451201022,-0.26632684318651667,-0.8767158026760336,WCL23,062723,green_l,DCZ,2023-04-11,,,77
